address,port,country,city,speed,type,anonymity
1.0.0.187,80,Australia  Stirling,,1360 ms,HTTP,No
1.0.0.2,80,Australia  Parafield Gardens,,1320 ms,HTTP,No
1.0.0.164,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.40,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.72,80,Australia  Stirling,,4200 ms,HTTP,No
1.0.0.121,80,Australia  Stirling,,1340 ms,HTTP,No
1.0.0.125,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.133,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.203,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.217,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.236,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.76,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.94,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.179,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.37,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.61,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.83,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.237,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.195,80,Australia  Stirling,,2160 ms,HTTP,No
1.0.0.20,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.80,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.82,80,Australia  Parafield Gardens,,600 ms,HTTP,No
1.0.0.240,80,Australia  Parafield Gardens,,440 ms,HTTP,No
1.0.0.162,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.199,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.160,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.50,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.54,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.120,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.252,80,Australia  Stirling,,320 ms,HTTP,No
200.122.86.177,8080,Argentina  Pergamino,,1720 ms,HTTP,No
180.150.191.224,8888,China  Beijing,,880 ms,HTTP,High
1.0.0.215,80,Australia  Stirling,,320 ms,HTTP,No
120.132.52.193,8888,China  Beijing,,860 ms,HTTP,High
1.0.0.43,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.14,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.29,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.168,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.51,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.66,80,Australia  Parafield Gardens,,440 ms,HTTP,No
1.0.0.56,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.91,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.193,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.226,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.151,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.220,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.99,80,Australia  Parafield Gardens,,640 ms,HTTP,No
1.0.0.253,80,Australia  Parafield Gardens,,640 ms,HTTP,No
1.0.0.12,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.16,80,Australia  Parafield Gardens,,600 ms,HTTP,No
1.0.0.177,80,Australia  Parafield Gardens,,380 ms,HTTP,No
1.0.0.24,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.38,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.47,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.60,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.68,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.149,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.198,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.235,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.17,80,Australia  Parafield Gardens,,4360 ms,HTTP,No
139.162.63.137,8080,Singapore  Singapore,,1540 ms,HTTP,No
1.0.0.27,80,Australia  Parafield Gardens,,1340 ms,HTTP,No
1.0.0.208,80,Australia  Stirling,,1160 ms,HTTP,No
1.0.0.55,80,Australia  Parafield Gardens,,580 ms,HTTP,No
1.0.0.181,80,Australia  Stirling,,1160 ms,HTTP,No
1.0.0.224,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.46,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.71,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.231,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.78,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.103,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.69,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.107,80,Australia  Stirling,,380 ms,HTTP,No
1.0.0.143,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.212,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.216,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.194,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.200,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.232,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.152,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.142,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.163,80,Australia  Parafield Gardens,,520 ms,HTTP,No
1.0.0.31,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.62,80,Australia  Stirling,,620 ms,HTTP,No
1.0.0.173,80,Australia  Stirling,,460 ms,HTTP,No
1.0.0.222,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.227,80,Australia  Stirling,,380 ms,HTTP,No
1.0.0.48,80,Australia  Parafield Gardens,,320 ms,HTTP,No
103.86.43.27,8080,India  Sonipat,,5100 ms,HTTP,No
177.44.82.232,8080,Brazil  Lavras,,3420 ms,HTTP,No
179.108.187.9,8080,Brazil  Itaguai,,2920 ms,HTTP,No
118.96.150.115,8080,Indonesia  Sleman,,3340 ms,HTTP,No
1.0.0.18,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.70,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.170,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.100,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.180,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.229,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.211,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.155,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.234,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.175,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.137,80,Australia  Parafield Gardens,,640 ms,HTTP,No
1.0.0.213,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.58,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.30,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.169,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.116,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.189,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.13,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.67,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.79,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.171,80,Australia  Stirling,,300 ms,HTTP,No
1.0.0.214,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.52,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.134,80,Australia  Parafield Gardens,,640 ms,HTTP,No
1.0.0.41,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.202,80,Australia  Parafield Gardens,,600 ms,HTTP,No
1.0.0.3,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.238,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.118,80,Australia  Parafield Gardens,,380 ms,HTTP,No
1.0.0.44,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.86,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.105,80,Australia  Stirling,,500 ms,HTTP,No
1.0.0.218,80,Australia  Stirling,,440 ms,HTTP,No
1.0.0.77,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.172,80,Australia  Parafield Gardens,,300 ms,HTTP,No
1.0.0.174,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.106,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.8,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.64,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.182,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.59,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.97,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.135,80,Australia  Stirling,,320 ms,HTTP,No
150.129.52.74,6666,India  Bardoli,,2980 ms,HTTPS,High
117.102.75.210,8080,Indonesia  Jakarta,,4140 ms,HTTP,No
1.0.0.74,80,Australia  Stirling,,340 ms,HTTP,No
1.0.0.85,80,Australia  Parafield Gardens,,1260 ms,HTTP,No
1.0.0.201,80,Australia  Stirling,,1360 ms,HTTP,No
1.0.0.230,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.144,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.96,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.190,80,Australia  Parafield Gardens,,4640 ms,HTTP,No
1.0.0.196,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.90,80,Australia  Parafield Gardens,,1360 ms,HTTP,No
1.0.0.197,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.161,80,Australia  Parafield Gardens,,1380 ms,HTTP,No
1.0.0.112,80,Australia  Parafield Gardens,,1360 ms,HTTP,No
1.0.0.42,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.88,80,Australia  Stirling,,1380 ms,HTTP,No
1.0.0.228,80,Australia  Stirling,,1380 ms,HTTP,No
1.0.0.25,80,Australia  Wynn Vale,,340 ms,HTTP,No
1.0.0.32,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.166,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.7,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.209,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.251,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.102,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.115,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.140,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.87,80,Australia  Parafield Gardens,,600 ms,HTTP,No
1.0.0.233,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.241,80,Australia  Parafield Gardens,,380 ms,HTTP,No
1.0.0.204,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.128,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.15,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.4,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.10,80,Australia  Parafield Gardens,,420 ms,HTTP,No
1.0.0.19,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.35,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.36,80,Australia  Stirling,,600 ms,HTTP,No
1.0.0.81,80,Australia  Stirling,,400 ms,HTTP,No
1.0.0.89,80,Australia  Stirling,,360 ms,HTTP,No
1.0.0.93,80,Australia  Stirling,,600 ms,HTTP,No
1.0.0.205,80,Australia  Stirling,,380 ms,HTTP,No
1.0.0.239,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.246,80,Australia  Stirling,,340 ms,HTTP,No
182.53.134.62,8080,Thailand  Phitsanulok,,2020 ms,HTTP,No
180.180.170.188,8080,Thailand,,4940 ms,HTTP,No
113.53.91.214,8080,Thailand  Chon Buri,,4260 ms,HTTP,No
122.154.59.10,8080,Thailand,,4260 ms,HTTP,No
1.179.144.41,8080,Thailand,,5100 ms,HTTP,No
103.49.221.27,8080,Indonesia  Jakarta,,5100 ms,HTTP,Medium
202.138.247.155,8080,Indonesia  Bandung,,5100 ms,HTTP,High
210.48.204.134,54085,Malaysia,,5100 ms,HTTP,High
186.86.247.169,39168,Colombia,,3820 ms,HTTP,High
189.113.217.35,42517,Brazil  Santa Cruz do Rio Pardo,,3620 ms,HTTP,High
186.225.45.13,45974,Brazil  Trindade,,2460 ms,HTTP,High
47.75.11.94,8080,Hong Kong  Central,,2660 ms,HTTP,High
46.198.141.82,31870,Greece,,4320 ms,HTTP,High
95.141.36.112,8686,Italy  Reggio Emilia,,880 ms,HTTP,No
200.73.129.85,3128,Argentina,,2300 ms,HTTP,Medium
139.59.99.119,3128,India  Bengaluru,,1740 ms,HTTP,High
14.207.56.86,8080,Thailand,,5100 ms,HTTP,No
142.93.57.37,80,United States  North Bergen,,660 ms,HTTP,High
1.20.102.68,8080,Thailand,,5100 ms,HTTP,No
163.172.219.130,443,Netherlands  Amsterdam,,680 ms,"HTTP, HTTPS",No
125.25.80.39,42790,Thailand  Bangkok,,2760 ms,HTTP,High
150.107.75.82,3128,Australia  Brisbane,,3020 ms,"HTTP, HTTPS",No
118.175.93.171,32866,Thailand,,1680 ms,HTTP,High
157.245.224.29,80,United States  Santa Clara,,1640 ms,"HTTP, HTTPS",No
186.250.117.234,36241,Brazil  Teresina,,5080 ms,HTTP,High
108.61.186.207,8080,Japan  Heiwajima,,1240 ms,HTTP,High
210.140.170.236,80,Japan,,1040 ms,HTTP,No
103.21.161.105,6666,India  Surendranagar,,3960 ms,HTTPS,High
54.164.133.248,3128,United States  Ashburn,,740 ms,HTTPS,High
163.172.182.164,3128,France,,320 ms,HTTPS,High
187.19.204.23,20183,Brazil  Milha,,4300 ms,HTTP,No
68.15.158.182,48678,,,1780 ms,HTTP,No
36.37.139.2,50938,Cambodia,,4240 ms,HTTP,High
101.255.116.61,8080,Indonesia  Jakarta,,3920 ms,HTTP,No
103.232.67.132,8080,Indonesia  Jakarta,,2580 ms,HTTP,No
190.242.98.61,8083,Colombia  Santiago de Cali,,1560 ms,HTTP,No
101.128.64.75,8080,Indonesia  Denpasar,,2460 ms,HTTP,No
103.240.168.138,6666,India  Gandhinagar,,4520 ms,HTTPS,High
163.172.168.124,3128,France,,820 ms,HTTPS,High
178.63.246.85,8118,Germany,,1120 ms,HTTPS,High
186.250.56.135,8080,,,5100 ms,HTTP,No
177.91.111.233,8080,Brazil  Paratinga,,5100 ms,HTTP,High
200.73.129.61,80,Argentina,,2700 ms,"HTTP, HTTPS",No
200.159.250.2,3128,Brazil  Rio das Ostras,,3160 ms,HTTP,No
124.41.243.22,47894,Nepal,,4260 ms,HTTP,High
154.120.65.198,8080,Nigeria  Suleja,,5100 ms,HTTP,No
103.21.163.70,6666,India  Surendranagar,,3240 ms,HTTP,High
200.60.124.109,8080,Peru  Lima,,1880 ms,HTTP,No
36.91.143.58,8080,Indonesia  Jakarta,,5100 ms,HTTP,No
102.177.105.34,3128,South Africa  Cape Town,,4900 ms,HTTP,No
185.86.4.15,3128,Turkey  Bursa,,3660 ms,HTTP,No
45.165.108.13,8080,Brazil  Salvador,,3860 ms,HTTP,No
131.255.135.8,8080,Brazil  Araquari,,4060 ms,HTTP,No
180.210.201.57,3130,Singapore  Singapore,,2900 ms,"HTTP, HTTPS",No
176.63.205.248,30616,Hungary  Sopron,,4400 ms,HTTP,High
24.37.245.42,35524,Canada  Montreal,,5100 ms,HTTP,High
113.160.206.37,37194,Vietnam  Hanoi,,5100 ms,HTTP,High
223.25.101.242,59504,Indonesia  Tangerang,,5100 ms,HTTP,High
110.74.222.106,52247,Cambodia,,3580 ms,HTTP,High
162.246.18.74,3128,United States  Fort Worth,,3560 ms,"HTTP, HTTPS",No
36.255.85.227,83,India  Bengaluru,,5100 ms,HTTP,No
103.250.69.233,8080,Bangladesh  Dhaka,,5100 ms,HTTP,No
186.249.192.102,8080,Brazil  Florianópolis,,3420 ms,HTTP,No
182.53.197.202,54261,Thailand  Songkhla,,3560 ms,HTTP,High
118.174.232.209,8080,Thailand  Chachoengsao,,4920 ms,HTTP,No
139.255.112.98,8080,Indonesia  Surabaya,,3680 ms,HTTP,No
61.118.35.94,55725,Japan  Setagaya-ku,,4480 ms,HTTP,High
103.141.108.161,3127,Indonesia,,3240 ms,HTTP,Medium
119.82.252.115,49085,Cambodia  Phnom Penh,,4720 ms,HTTP,High
180.211.193.74,40536,Bangladesh  Chuadanga,,5100 ms,HTTP,High
123.27.3.246,32259,Vietnam  Hanoi,,3380 ms,HTTP,High
180.250.216.242,3128,Indonesia,,1300 ms,HTTP,No
177.124.184.52,8080,Brazil,,5100 ms,HTTP,No
181.113.68.197,8080,Ecuador  Quito,,5100 ms,HTTP,No
139.255.48.164,8080,Indonesia  Jakarta,,5100 ms,HTTP,No
49.156.45.227,8080,Cambodia  Phnom Penh,,1400 ms,HTTP,No
181.198.97.241,30072,Ecuador,,5100 ms,HTTP,High
186.10.240.74,999,Chile  Santiago,,3380 ms,HTTP,No
190.121.158.122,8080,Colombia  Agua Bonita,,3680 ms,HTTP,No
181.196.151.82,49885,Ecuador  Guayaquil,,2640 ms,HTTP,High
103.209.64.19,6666,India  Valsad,,5100 ms,HTTP,High
185.158.127.9,53281,Spain,,2820 ms,HTTP,High
139.59.99.63,3128,India  Bengaluru,,1460 ms,HTTP,High
201.46.28.222,63238,Brazil  São Paulo,,4860 ms,HTTP,No
45.181.164.68,8080,Argentina  Concepción del Uruguay,,5100 ms,HTTP,No
50.241.148.97,8080,United States  Baltimore,,2520 ms,HTTP,No
36.66.201.108,3128,Indonesia  Pasuruan,,2800 ms,HTTP,No
173.245.246.122,8080,United States  Osceola,,660 ms,HTTP,No
139.255.123.194,4550,Indonesia  Jakarta,,3080 ms,HTTP,High
186.67.37.154,999,Chile  Los Ángeles,,2640 ms,HTTP,No
187.44.1.167,8080,Brazil  Montes Claros,,2440 ms,HTTP,No
41.85.191.6,57797,Benin  Savalou,,3460 ms,HTTP,High
46.151.83.231,443,Ukraine  Kyiv,,4560 ms,"HTTP, HTTPS",High
62.210.209.94,8118,France,,1940 ms,HTTPS,High
36.37.114.40,41454,Indonesia  Jakarta,,4320 ms,HTTP,High
177.46.147.94,55166,Brazil  Santos,,5100 ms,HTTP,High
181.10.129.85,8080,Argentina,,1840 ms,HTTP,No
190.145.148.34,56368,Colombia  Medellín,,3900 ms,HTTP,High
119.18.154.202,80,Indonesia  Depok,,3840 ms,HTTP,No
142.93.248.80,3128,United States  North Bergen,,5100 ms,HTTP,No
178.213.0.207,35140,Ukraine  Kryvyi Rih,,3040 ms,HTTP,High
186.146.2.111,60837,Colombia  Bogotá,,3140 ms,HTTP,High
64.225.37.186,3128,United States  Santa Clara,,900 ms,HTTP,Medium
190.18.207.58,53281,Argentina  Azul,,2400 ms,HTTP,High
185.44.229.227,34930,Armenia  Yerevan,,1560 ms,HTTP,High
116.0.54.30,8080,Pakistan  Karachi,,5100 ms,HTTP,No
119.82.253.103,36583,Cambodia  Phnom Penh,,3160 ms,HTTP,High
124.158.144.186,8080,Indonesia  Jakarta,,3360 ms,HTTP,High
178.219.171.43,45637,Ukraine  Simferopol,,960 ms,HTTP,High
95.58.161.180,48021,Kazakstan,,2560 ms,HTTP,High
190.85.115.78,3128,Colombia  Medellín,,2280 ms,HTTP,No
202.79.56.90,23500,Nepal,,4400 ms,HTTP,High
203.128.79.18,43227,Indonesia  Jakarta,,4040 ms,HTTP,High
5.2.164.205,59914,Romania  Pite?ti,,5100 ms,HTTP,High
74.214.177.61,8080,United States  Pikeville,,3040 ms,HTTP,No
121.101.191.190,63141,Indonesia  Banjarmasin,,3880 ms,HTTP,No
96.9.67.84,8080,Cambodia  Phnom Penh,,4080 ms,HTTP,No
193.188.254.67,53281,Ukraine  Yalta,,5100 ms,HTTP,High
36.37.113.4,36485,Indonesia  Surabaya,,3940 ms,HTTP,High
45.71.80.129,49070,Brazil  Eldorado dos Carajas,,4160 ms,HTTP,High
181.196.254.202,53281,Ecuador  Machala,,3160 ms,HTTP,High
157.245.151.11,3128,Singapore,,1620 ms,"HTTP, HTTPS",Medium
193.41.88.58,53281,Ukraine,,1840 ms,HTTP,High
118.179.119.218,8080,Bangladesh,,5100 ms,HTTP,No
103.233.153.126,8888,Indonesia,,5100 ms,HTTP,No
114.5.195.226,8080,Indonesia,,3020 ms,HTTP,Medium
67.207.168.100,3128,United States  Las Vegas,,3980 ms,HTTP,No
36.37.160.124,53919,Cambodia,,2960 ms,HTTP,High
94.101.141.245,80,Iran,,800 ms,HTTP,High
203.19.88.51,80,Australia  Chippendale,,1740 ms,HTTP,Low
177.46.141.143,37548,Brazil  Osasco,,1680 ms,HTTP,High
200.37.150.18,8080,Peru,,2820 ms,HTTP,No
117.197.127.98,8080,India  Chandigarh,,3100 ms,HTTP,No
123.200.20.242,58847,Bangladesh,,4580 ms,HTTP,High
117.4.243.97,8080,Vietnam  Hanoi,,3920 ms,HTTP,No
213.6.65.30,8080,Palestinian Territory  Nablus,,2800 ms,HTTP,No
202.128.22.29,48678,Guam  Tamuning,,2320 ms,HTTP,No
109.196.119.39,8080,Poland  Debica,,4060 ms,HTTP,No
24.245.100.212,48678,United States  California,,5100 ms,HTTP,No
70.165.64.33,48678,United States  Virginia Beach,,2580 ms,HTTP,No
103.201.140.6,83,India  Faridabad,,3380 ms,HTTP,No
202.62.103.206,8080,Lao People's Democratic Republic,,3520 ms,HTTP,No
41.65.168.58,8080,Egypt  Cairo,,3480 ms,HTTP,No
194.12.121.100,61600,Ukraine,,5100 ms,HTTP,High
103.117.213.74,59283,India  Raipur,,5100 ms,HTTP,High
77.93.42.134,47803,Ukraine  Zaporizhia,,1000 ms,HTTP,High
213.150.206.29,8080,South Africa  Pretoria,,5100 ms,HTTP,No
45.55.9.218,8080,United States  San Francisco,,800 ms,HTTP,High
200.69.74.170,8080,Colombia  Moniquira,,2660 ms,HTTP,No
200.73.129.61,8080,Argentina,,5100 ms,HTTPS,High
45.55.9.218,3128,United States  San Francisco,,800 ms,HTTP,High
104.250.34.179,80,Hong Kong,,1320 ms,HTTP,No
162.249.248.218,53281,United States  Colville,,5100 ms,HTTP,High
45.55.27.15,3128,United States  San Francisco,,4540 ms,HTTP,High
37.228.68.27,8080,Kazakstan,,2240 ms,HTTP,No
202.154.189.58,8080,Indonesia  Batam,,5100 ms,HTTP,No
202.53.87.62,8080,India  Chandrala,,1980 ms,HTTP,No
154.127.32.89,60020,Benin,,4520 ms,HTTP,High
180.150.191.203,8888,China  Beijing,,860 ms,HTTP,High
1.0.0.249,80,Australia  Stirling,,320 ms,HTTP,No
213.207.37.214,53281,Albania  Tirana,,1840 ms,HTTP,High
122.201.112.114,80,Australia  Sydney,,1880 ms,HTTP,Medium
1.0.0.1,80,Australia  Wynn Vale,,380 ms,HTTP,No
1.0.0.104,80,Australia  Parafield Gardens,,320 ms,HTTP,No
46.4.96.137,8080,Germany,,920 ms,HTTP,High
186.46.222.226,59765,Ecuador  Sangolqui,,5100 ms,HTTP,High
188.226.141.127,3128,Netherlands,,3080 ms,HTTP,High
139.59.53.106,3128,India  Bengaluru,,760 ms,HTTP,High
210.245.54.97,8080,Vietnam  Hanoi,,4660 ms,HTTP,No
114.34.234.201,3128,Taiwan  Taipei,,1780 ms,HTTPS,High
139.59.101.223,3128,India  Bengaluru,,3540 ms,HTTP,High
139.59.59.63,3128,India  Bengaluru,,920 ms,HTTP,High
154.16.63.16,3128,United Kingdom  Enfield Town,,900 ms,HTTP,High
172.104.175.67,8080,Singapore  Singapore,,1120 ms,HTTP,No
139.162.63.137,8080,Singapore  Singapore,,1820 ms,HTTP,No
172.104.32.205,8080,Singapore  Singapore,,1060 ms,HTTP,No
1.0.0.6,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.176,80,Australia  Fountain Gate,,320 ms,HTTP,No
1.0.0.25,80,Australia  Wynn Vale,,320 ms,HTTP,No
1.0.0.111,80,Australia  Parafield Gardens,,560 ms,HTTP,No
1.0.0.123,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.210,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.52,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.131,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.146,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.193,80,Australia  Adelaide,,320 ms,HTTP,No
103.241.227.118,6666,India,,5100 ms,HTTPS,High
103.48.80.15,8081,Vietnam,,5100 ms,"HTTP, HTTPS",High
172.104.32.205,8080,Singapore  Singapore,,960 ms,HTTP,No
1.0.0.138,80,Australia  Parafield Gardens,,500 ms,HTTP,No
1.0.0.5,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.92,80,Australia  Parafield Gardens,,640 ms,HTTP,No
1.0.0.136,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.26,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.129,80,Australia  Stirling,,1480 ms,HTTP,No
1.0.0.147,80,Australia  Stirling,,320 ms,HTTP,No
1.0.0.176,80,Australia  Fountain Gate,,360 ms,HTTP,No
1.0.0.1,80,Australia  Wynn Vale,,620 ms,HTTP,No
1.0.0.33,80,Australia  Parafield Gardens,,360 ms,HTTP,No
1.0.0.130,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.109,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.132,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.156,80,Australia  Parafield Gardens,,340 ms,HTTP,No
1.0.0.117,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.23,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.6,80,Australia  Parafield Gardens,,320 ms,HTTP,No
1.0.0.126,80,Australia  Stirling,,300 ms,HTTP,No
